start,end
6061526832892,6061527103037
6061527834751,6061528123784
6061528841221,6061529112736
6061529840969,6061530123095
6061530830976,6061531097343
6061531841131,6061532131054
6061532836027,6061533167542
6061533837461,6061534108920
6061534835449,6061535099243
6061535844197,6061536205823
6061536849149,6061537147034
6061537837526,6061538113634
6061538838311,6061539104993
6061539831781,6061540135667
6061540837696,6061541121100
6061541832351,6061542102348
6061542834710,6061543103096
6061543835088,6061544135881
6061544834373,6061545113703
6061545834232,6061546107007
6061546837221,6061547116329
6061547847617,6061548185391
6061548846439,6061549131713
6061549833020,6061550096332
6061550832416,6061551091821
6061551838016,6061552143642
6061552835116,6061553111557
6061553832678,6061554110897
6061554839519,6061555128330
6061555835285,6061556190300
6061556844385,6061557135345
6061557837059,6061558112797
6061558833992,6061559106193
6061559830703,6061560131996
6061560839469,6061561118985
6061561837940,6061562109511
6061562837373,6061563166147
6061563843509,6061564211024
6061564849461,6061565139236
6061565845802,6061566164465
6061566848050,6061567145139
6061567836390,6061568139276
6061568836545,6061569121246
6061569835164,6061570109864
6061570841356,6061571111483
6061571832234,6061572310321
6061572844907,6061573122515
6061573836118,6061574102597
6061574844329,6061575126419
6061575826151,6061576124667
6061576837992,6061577114970
6061577835610,6061578147662
6061578840099,6061579112670
6061579839291,6061580118770
6061580839595,6061581114203
6061581836861,6061582120358
6061582832239,6061583103884
6061583839820,6061584134094
6061584833309,6061585110732
6061585836038,6061586112072
6061586838045,6061587110487
6061587837812,6061588122234
6061588832300,6061589101501
6061589847789,6061590132415
6061590824778,6061591092608
6061591847859,6061592192503
6061592835255,6061593176473
6061593838170,6061594103611
6061594841658,6061595120618
6061595847147,6061596181551
6061596841839,6061597140299
6061597838124,6061598120047
6061598836946,6061599111536
6061599836917,6061600138302
6061600845868,6061601133180
6061601838449,6061602111706
6061602844957,6061603105861
6061603835630,6061604117553
6061604827749,6061605112153
6061605840441,6061606118012
6061606833634,6061607100723
6061607836974,6061608188803
6061608840759,6061609112441
6061609835803,6061610100522
6061610846699,6061611107641
6061611830484,6061612134314
6061612836325,6061613122507
6061613836165,6061614107236
6061614833987,6061615104355
6061615834272,6061616131862
6061616851502,6061617227201
6061617837453,6061618106154
6061618849109,6061619132383
6061619833505,6061620134353
6061620837845,6061621113490
6061621838538,6061622115072
6061622829693,6061623116986
6061623833904,6061624160363
6061624830615,6061625124167
6061625839752,6061626109045
6061626843648,6061627126811
6061627835081,6061628145300
6061628839884,6061629116992
6061629840206,6061630120796
6061630833936,6061631107859
6061631834850,6061632275623
6061632844487,6061633117299
6061633842291,6061634104639
6061634846538,6061635124535
6061635824268,6061636111969
6061636841627,6061637122494
6061637839579,6061638144927
6061638835327,6061639107731
6061639835075,6061640119516
6061640836637,6061641104319
6061641835811,6061642113864
6061642843818,6061643118871
6061643833233,6061644132118
6061644837518,6061645120200
6061645834692,6061646108818
6061646836606,6061647105788
6061647834725,6061648185035
6061648840361,6061649128840
6061649837498,6061650106162
6061650848357,6061651123891
6061651836920,6061652139491
6061652839038,6061653181831
6061653838694,6061654108487
6061654833386,6061655089920
6061655832616,6061656113075
6061656839752,6061657144064
6061657834945,6061658107386
6061658835526,6061659106245
6061659830978,6061660125715
6061660833892,6061661116296
6061661856807,6061662300524
6061662842629,6061663117903
6061663839803,6061664141133
6061664841884,6061665105066
6061665846002,6061666124240
6061666831472,6061667097358
6061667846202,6061668200179
6061668841820,6061669117687
6061669838938,6061670100361
6061670835186,6061671094813
6061671830860,6061672146357
6061672843089,6061673139068
6061673834689,6061674113482
6061674839845,6061675117879
6061675835648,6061676139941
6061676822730,6061677097319
6061677845070,6061678118715
6061678834133,6061679108167
6061679833029,6061680127785
6061680839869,6061681119718
6061681834432,6061682100077
6061682836384,6061683150102
6061683846835,6061684194091
6061684840917,6061685124747
6061685835479,6061686094828
6061686835672,6061687118613
6061687836086,6061688139546
6061688838760,6061689116535
6061689835897,6061690111561
6061690842163,6061691119475
6061691832837,6061692231259
6061692841215,6061693115026
6061693832167,6061694104404
6061694832192,6061695100837
6061695833496,6061696129603
6061696839244,6061697121389
6061697836843,6061698142970
6061698841832,6061699121070
6061699853543,6061700208835
6061700840476,6061701119769
6061701836780,6061702119665
6061702836676,6061703111710
6061703835905,6061704133828
6061704836875,6061705138705
6061705859882,6061706249618
6061707057998,6061707524511
6061707863322,6061708201170
6061708844274,6061709141493
6061709839800,6061710120760
6061710832715,6061711105638
6061711837463,6061712186310
6061712916265,6061713403408
6061713897273,6061714288416
6061714856836,6061715141851
6061715851010,6061716178599
6061716841091,6061717135588
6061717835450,6061718115780
6061718836272,6061719111991
6061719835427,6061720139813
6061720835675,6061721117987
6061721837201,6061722103717
6061722831838,6061723096354
6061723851586,6061724165156
6061724830630,6061725101683
6061725839841,6061726120041
6061726836996,6061727103641
6061727835263,6061728267850
6061728851474,6061729139526
6061729839740,6061730100996
6061730843562,6061731124818
6061731843866,6061732159492
6061732844132,6061733130073
6061733834880,6061734116229
6061734837183,6061735109217
6061735840005,6061736242871
6061736840124,6061737113417
6061737833075,6061738101517
6061738842083,6061739117154
6061739833016,6061740120179
6061740834541,6061741111409
6061741832104,6061742097379
6061742834223,6061743136108
6061743842544,6061744142522
6061744837792,6061745148530
6061745864262,6061746201351
6061747044304,6061747520929
6061747871240,6061748222236
6061748844395,6061749143725
6061749839273,6061750123547
6061750833132,6061751110703
6061751836361,6061752200042
6061752842257,6061753131180
6061753858283,6061754188224
6061754848568,6061755130028
6061755835186,6061756162609
6061756839045,6061757130635
6061757834812,6061758148160
6061758837726,6061759114057
6061759842919,6061760133230
6061760844778,6061761137386
6061761836359,6061762114374
6061762839237,6061763119604
6061763841207,6061764215128
6061764844918,6061765140562
6061765835869,6061766116459
6061766835099,6061767110577
6061767835013,6061768138677
6061768841039,6061769126610
6061769836509,6061770110043
6061770837127,6061771104532
6061771836301,6061772121317
6061772840160,6061773172842
6061773838816,6061774108350
6061774830842,6061775092098
6061775827386,6061776135975
6061776838597,6061777124204
6061777834345,6061778106064
6061778847555,6061779124904
6061779839692,6061780137393
6061780834014,6061781110159
6061781838392,6061782107981
6061782832547,6061783096544
6061783834480,6061784139236
6061784846821,6061785141891
6061785836698,6061786108769
6061786853113,6061787182683
6061787843713,6061788234319
6061788857868,6061789141253
6061789839338,6061790100243
6061790844956,6061791138731
6061791822056,6061792107387
6061792842878,6061793131042
6061793836219,6061794111753
6061794838800,6061795111834
6061795849770,6061796253043
6061796840407,6061797123552
6061797836785,6061798108726
6061798838514,6061799110622
6061799840725,6061800130314
6061800834177,6061801112192
6061801832721,6061802102496
6061802834691,6061803141058
6061804774873,6061805352199
6061804897519,6061805407217
6061805868582,6061806189653
6061806825516,6061807108717
6061807845505,6061808174075
6061808904678,6061809249915
6061809843815,6061810130164
6061810844322,6061811132078
6061811846718,6061812154289
6061812841392,6061813126537
6061813838955,6061814117933
6061814834111,6061815101700
6061815830359,6061816193243
6061816839866,6061817131214
6061817835706,6061818145906
6061818842250,6061819114173
6061819839683,6061820137569
6061820838450,6061821136317
6061821838865,6061822119565
6061822833742,6061823106017
6061823830675,6061824128413
6061824837682,6061825128938
6061825838134,6061826112279
6061826840937,6061827107990
6061827844093,6061828140960
6061828835674,6061829119819
6061829835478,6061830112530
6061830833059,6061831109167
6061831836955,6061832191284
6061832842684,6061833191847
6061833838784,6061834104170
6061834838328,6061835103862
6061835835187,6061836150610
6061836836621,6061837129358
6061837836794,6061838110143
6061838834228,6061839102873
6061839833846,6061840126843
6061840832149,6061841112146
6061841835675,6061842099802
6061842830071,6061843089402
6061843858189,6061844224481
6061844827326,6061845113564
6061845862778,6061846210922
6061847135356,6061850736537
6061847877458,6061850899980
6061848853929,6061850939887
6061849890065,6061850973479
6061850868239,6061851265698
6061851871728,6061854796010
6061852894031,6061854985396
6061853851798,6061855026748
6061855072618,6061855427317
6061855861924,6061857117983
6061856878856,6061857275445
6061857874401,6061858196712
6061858895556,6061861805690
6061859890008,6061861980169
6061861803375,6061862284017
6061862037965,6061862407053
6061862874270,6061863188341
6061863881259,6061864762378
6061864893543,6061865266058
6061865885347,6061868556539
6061866923539,6061868683001
6061867859473,6061868717871
6061868863906,6061869134366
6061869874931,6061870694293
6061870894216,6061871269879
6061871879983,6061874611026
6061872916064,6061874666470
6061873860868,6061874744543
6061874875041,6061875198334
6061875958011,6061876774983
6061877009351,6061877501808
6061878035635,6061878884163
6061878963254,6061880134982
6061879887281,6061880371201
6061880847437,6061881091545
6061881848537,6061882093571
6061882850914,6061883092430
6061883846903,6061884145677
6061884844780,6061885114907
6061885846436,6061886107729
6061886840332,6061887089236
6061887842746,6061888165909
6061888851550,6061889132232
6061889845927,6061890088165
6061890846083,6061891076580
6061891838164,6061892096569
6061892845208,6061893090391
6061893841216,6061894073268
6061894836001,6061895056794
6061895838767,6061896095616
6061896858052,6061897142271
6061897851578,6061898097056
6061898851585,6061899101193
6061899841203,6061900268939
6061900855618,6061901150799
6061901844069,6061902090918
6061902841817,6061903109444
6061903842287,6061904119803
6061904842832,6061905094532
6061905866505,6061906235760
6061906856735,6061907116176
6061907836742,6061908116295
6061908852268,6061909142764
6061909846275,6061910081495
6061910840227,6061911078539
6061911839938,6061912090138
6061912839574,6061913088497
6061913850137,6061914099097
6061914842959,6061915080086
6061915839781,6061916132037
6061916841566,6061917098137
6061917841629,6061918110663
6061918844025,6061919096152
6061919840328,6061920118603
6061920847243,6061921098147
6061921844621,6061922099173
6061922845331,6061923107088
6061923842542,6061924142854
6061924855235,6061925140917
6061925884241,6061927306781
6061927327244,6061928093087
